city_code,city,week,new case,growth rate,Wuhan flow,Wuhan flow_lag,Hubei/non-Wuhan flow,Hubei/non Wuhan flow_lag,non-Hubei flow,non-Hubei flow_lag,City internal flow index,City internal flow index_lag,City internal flow,City internal flow_lag,Doctors,COVID-19 Hospitals,Hospitals,Beds,Outpatients,Population,Density,GDP,Income,Aging,Highest Temperature,Lowest Temperature,Average Temperature,Relative Humidity,Absolute Humidity,ILI
511400,Meishan,3,3,1,109.407565,1283.472554,310.4085595,124.9705278,0,0,2.62,3.43,4086.103052,9185.183685,6163,1,91,12663,646.0676108,297.48,423,1256.02,4.222199812,14.98887978,10.71428571,6.285714286,8.499999998,63.16666667,5.391943093,0.021185332
511500,Yibin,3,2,1,0,1872.930335,25.23666571,23.37283218,0,0,3.5,4.66,15001.29974,47853.14522,9022,1,172,24117,983.8262327,453,335,2026.37,4.473222958,14.98887978,10.28571429,6.714285714,8.500000002,55.16666667,4.709058481,0.057134554
511600,Guangan,3,14,0.21,435.3478604,2986.684269,379.0461459,1734.211787,4250.556,0,3.29,5.18,8723.930688,57746.91357,3952,1,67,12566,705.8355974,325,591,1250.24,3.846892308,14.98887978,10.57142857,5.857142857,8.214285714,59.66666667,5.000497012,0.033732283
511700,Dazhou,3,15,0.87,525.2203429,5655.786002,792.4522473,4493.508365,5188.212,0,3.45,5.54,17922.1482,144899.0478,6937,1,398,28848,1235.646656,568.95,343,1690.2,2.970735566,14.98887978,10.14285714,5.285714286,7.714285713,59.5,4.828313584,0.00986825
511800,Yaan,3,3,0.33,0,375.4856529,131.0790065,49.86898127,0,0,2.53,3.59,1930.478174,5572.076196,3941,1,44,10460,333.9796867,153.78,99,646.1,4.201456626,14.98887978,10.28571429,4.428571429,7.35714286,76.83333333,6.092434837,0.021663116
511900,Bazhong,3,15,0.27,240.2916401,2245.613771,917.4013268,1163.577811,5665.788,0,4.5,7.06,29837.07834,385966.9946,6607,1,75,12019,719.8654373,331.46,255,645.88,1.948591082,14.98887978,10.57142857,5.857142857,8.214285714,56.5,4.735107506,0.005896567
513300,Ganzi,3,12,2.17,14.62710319,47.19135682,5.375751402,9.386037339,3147.336,0,2.25,2.58,1125.530102,1565.5765,1690,1,44,3576,257.6408521,118.63,7,291.2,2.454691056,14.98887978,0,0,0,43.83333333,2.125816178,0
513400,Liangshan,3,4,0.75,91.50037976,980.6489674,47.40868315,84.71437282,0,0,3.24,3.95,12312.8713,25044.2726,5121,1,70,26462,1047.286282,482.22,74,1533.19,3.179440919,14.98887978,0,0,0,53.5,2.594627351,0
520100,Guiyang,3,17,0.94,318.0219205,3620.919791,249.7612646,4765.492745,8918.1,0,1.72,2.13,2726.310951,4108.053829,16858,15,185,31366,821.8333482,488.19,487,3798.45,7.780679653,11.34059077,5.714285714,1.571428571,3.642857143,77,4.781585113,0.108558416
520200,Liupanshui,3,5,0.2,0,1344.431802,7.962218656,51.73344566,3140.208,0,3.19,4.27,7134.239793,21008.05003,5106,5,111,12563,494.4736872,293.73,297,1525.69,5.194191945,11.34059077,8.285714286,4.571428571,6.428571429,71.5,5.337181544,0.029125659
520300,Zunyi,3,11,1.45,0,2826.792018,159.3131353,1023.694722,4708.692,0,2.6,4.58,8442.70621,61148.35118,14432,18,193,36986,1055.628009,627.07,199,3000.23,4.784521664,11.34059077,7,3.142857143,5.071428572,74.16666667,5.064160992,0.046556061
520400,Anshun,3,4,0,86.59303127,929.5993585,10.32126605,150.4964362,0,0,2.97,4.33,4586.6436,17870.45007,3743,8,73,9725,396.1277477,235.31,275,849.4,3.609706345,11.34059077,6.857142857,1.857142857,4.357142857,76.5,4.982101413,0.029376252
520500,Bijie,3,12,0.83,0,1458.413629,36.68209875,243.07777,2047.356,0,3.95,5.46,34724.50562,157188.4889,11505,11,509,35143,1125.557662,668.61,243,1921.43,2.873767966,11.34059077,9.428571429,4.714285714,7.071428572,71.66666667,5.578370642,0.035832781
520600,Tongren,3,4,1,163.7022441,2533.528897,98.74343437,1061.447997,0,0,3.71,5.13,12945.75421,53558.14437,6432,11,99,12220,533.4450754,316.88,204,1066.52,3.365690482,11.34059077,12,5.714285714,8.857142857,73.16666667,6.390198785,0.059697565
522300,Qianxinan,3,2,0.5,0,691.7762175,35.90395062,5.290271812,0,0,4.03,4.84,18521.65459,41634.97528,9950,9,27,2879,554.2017586,329.21,179,1163.77,3.535038425,11.34059077,8.428571429,4.857142857,6.642857143,69.66666667,5.273550078,0
522600,Qiandongnan,3,4,1.25,181.3154553,2017.665573,57.72616413,134.3871611,0,0,2.9,4.16,6430.376115,22669.78613,6088,16,119,27204,595.6309536,353.82,132,1036.62,2.929794811,11.34059077,8,3.714285714,5.857142857,76,5.464804951,0
522700,Qiannan,3,3,3.33,0,535.2384876,44.27621897,102.9272028,0,0,3.07,4.11,7091.80978,20064.26889,6879,13,42,4115,554.2017586,329.21,142,1313.46,3.989732997,11.34059077,17.42857143,3.285714286,10.35714286,77.83333333,7.47851995,0
530100,Kunming,3,15,0.53,622.5932651,7068.27312,212.2451878,6969.471333,22352.76,0,1.61,1.91,3393.406856,4580.620132,27317,35,308,53072,1428.506441,678.3,295,5206.9,7.676396875,10.02930477,16.14285714,4,10.07142857,62.16666667,5.866128083,0.02790247
530300,Qujing,3,5,0.6,160.1102089,1325.93793,38.41597808,136.5042792,2638.332,0,3.73,4.35,25515.95002,47432.315,9345,19,113,24113,1289.299194,612.2,198,2013.36,3.288729173,10.02930477,18.28571429,4.714285714,11.5,61.83333333,6.384332457,0.01980172
530400,Yuxi,3,7,0.14,0,575.1366376,26.77309035,111.9076064,4008.852,0,2.78,3.46,3837.938888,7575.622108,5889,13,72,11119,501.4409312,238.1,152,1493.04,6.270642587,10.02930477,17,3.285714286,10.14285714,68.5,6.493072593,0.004959786
530500,Baoshan,3,3,0,0,602.4907369,11.46057333,44.81590744,0,0,2.83,3.54,4429.54346,9009.652676,4360,8,50,8912,550.5109593,261.4,129,738.14,2.82379495,10.02930477,9.285714286,0.428571429,4.857142858,60.5,4.072889396,0.03147829
530600,Zhaotong,3,4,2.25,0,0,27.09072115,106.5684441,0,0,3.96,5.28,29045.62138,108730,7676,16,297,24506,1166.097621,553.7,234,889.54,1.606537836,10.02930477,-7,-22,-14.5,64.16666667,1.073524991,0.01771144
530700,Lijiang,3,1,0,252.902876,2170.897671,11.5567773,2.713898082,0,0,2.33,3.02,1325.854458,2643.376627,2085,6,30,4452,271.675263,129,59,350.76,2.719069767,10.02930477,22.85714286,7.428571429,15.14285714,54.66666667,7.068098938,0.004004564
530900,Lincang,3,1,0,19.74799294,144.7598411,12.8660975,61.06270689,0,0,3.62,4.62,9431.469632,25637.39252,3315,10,53,8192,531.9780731,252.6,100,630.02,2.494140934,10.02930477,17.57142857,3.857142857,10.71428571,61.16666667,6.011174373,0.010616264
532500,Honghe,3,1,3,104.2472474,731.6841456,32.18921588,234.6969853,0,0,3.46,3.91,14995.34103,23517.37607,3808,19,68,7615,992.5624143,471.3,136,1593.77,3.38164651,10.02930477,18,8.571428571,13.28571429,69.66666667,8.038238196,0
532800,Xishuangbanna,3,3,0,191.4727015,1006.809822,6.221715444,15.04409218,0,0,2.03,2.97,898.4621903,2300.046512,2888,5,44,6141,248.5091553,118,56,417.79,3.54059322,10.02930477,15,2.857142857,8.928571429,62.5,5.483607827,0
532900,Dali,3,5,0.4,216.8951512,1794.489407,30.63765094,262.5731093,800.928,0,2.77,3.44,5719.574429,11177.40581,7301,16,110,20904,754.793909,358.4,123,1122.44,3.131808036,10.02930477,21.85714286,6.285714286,14.07142857,62.33333333,7.54856897,0
533100,Dehong,3,2,0,0,270.1265399,5.619573253,107.5487783,0,0,2.24,2.62,1229.587066,1798.006217,2465,9,26,2515,275.6766816,130.9,105,381.06,2.911077158,10.02930477,20.71428571,6.571428571,13.64285714,63,7.430911535,0
610100,Xian,3,58,0.59,1528.346657,12312.73765,787.5553077,16929.5448,0,0,1.11,1.58,2918.051437,4668.865355,30820,22,329,58219,2125.944115,961.67,837,8349.86,8.682666611,11.16020704,6.285714286,1.285714286,3.785714286,42.33333333,2.654039997,0.033240323
610200,Tongchuan,3,3,0,0,240.64586,19.46947458,142.7707847,0,0,2.04,2.54,640.9353706,1056.723779,2505,4,47,5531,184.2380261,83.34,215,327.96,3.935205184,11.16020704,8.142857143,1.142857143,4.642857143,44.16666667,2.93142927,0.007777251
610300,Baoji,3,8,0.12,201.1729,2297.540571,65.67071911,161.4028116,0,0,2.1,2.87,3087.628844,6668.556581,9858,14,105,20029,835.8579034,378.1,205,2265.16,5.990901878,11.16020704,7.571428571,1.571428571,4.571428571,52,3.435038068,0.023900464
610400,Xianyang,3,10,0.2,449.2217339,3375.279526,82.82183581,1205.953607,0,0,1.85,2.55,2783.057023,5604.388615,10820,16,151,23217,967.3933312,437.6,476,2376.45,5.430644424,11.16020704,6.571428571,1,3.785714286,42.16666667,2.643591021,0.033981314
610500,Weinan,3,5,1,234.9193584,3080.046906,46.43686539,334.5664792,0,0,2.07,2.93,4265.853036,10080.89622,9605,12,155,20433,1189.986646,538.29,405,1767.71,3.283936168,11.16020704,4.857142857,-8,-1.571428572,40.66666667,1.768559669,0.045209363
610600,Yanan,3,4,0.25,44.3333105,412.4954759,14.56307236,5.583930471,0,0,2.49,3.03,2729.587399,4683.990707,5366,14,63,10152,500.2988684,226.31,59,1558.91,6.888383191,11.16020704,10,3.142857143,6.571428572,40.16666667,3.026362801,0.017356239
610700,Hanzhong,3,15,0,28.01049414,2651.664212,36.89027783,158.5722071,0,0,2.76,4.1,5449.839828,20813.1754,6990,13,80,17488,762.5296658,344.93,126,1471.88,4.267184646,11.16020704,2.428571429,-9.714285714,-3.642857143,52.83333333,1.985686417,0.012059257
610800,Yulin.,3,1,1,0,318.5423682,54.57225119,61.05072082,0,0,2.56,3.57,4402.446707,12087.36215,7390,13,109,16359,752.3605403,340.33,78,3848.6,11.30843593,11.16020704,16.71428571,11.42857143,14.07142857,38.83333333,4.702718101,0.08296144
610900,Ankang,3,11,0.18,422.3518087,5117.641209,8560.682074,15693.99444,0,0,2.59,3.98,3547.052224,14240.88281,8577,11,48,10358,588.261804,266.1,112,1133.77,4.260691469,11.16020704,10.85714286,2.428571429,6.642857145,53.33333333,4.037167524,0.02181054
611000,Shangluo,3,5,0,181.9485089,1461.389959,1238.876181,2219.246315,0,0,2.87,3.68,4199.903144,9440.995821,4362,7,180,11765,526.4290996,238.13,120,824.77,3.463528325,11.16020704,0,0,0,53,2.570378497,0.016970959
620100,Lanzhou,3,17,0.18,0,2931.736665,76.98115117,198.8122755,0,0,1.51,1.92,1699.153671,2560.314971,13692,12,127,25382,634.2488917,375.36,251,2732.9,7.280743819,11.31673915,5.714285714,-1.142857143,2.285714286,50.66666667,2.872034436,0.022773883
620400,Baiyin,3,3,0,0,1063.011548,13.9186635,2.750487131,0,0,2.39,3.33,1892.61812,4845.067218,3341,6,102,7734,293.0292061,173.42,87,511.6,2.95006343,11.31673915,3.142857143,-8.714285714,-2.785714286,45.16666667,1.803775243,0.052649306
620500,Tianshui,3,8,0.25,379.9028343,2413.779879,173.0046944,61.68062023,0,0,1.88,2.64,2198.635346,4701.289678,5045,9,49,10771,566.8802234,335.49,238,652.1,1.943724105,11.31673915,7.285714286,2,4.642857143,59.16666667,3.927009022,0.024397634
621000,Qingyang,3,2,0.5,103.5444853,1323.18145,49.42202712,14.83812107,0,0,2.44,3.34,2600.479415,6396.147259,4149,8,28,7530,382.9892737,226.66,92,708.2,3.124503662,11.31673915,11.71428571,1.857142857,6.785714284,47.83333333,3.654692238,0.017503301
621100,Dingxi,3,3,1.33,0,1224.56797,10.98617739,0,0,0,2.7,3.31,4198.613901,7727.260854,4783,8,47,11876,476.7849791,282.17,149,356.3,1.262713967,11.31673915,3.142857143,-9.857142857,-3.357142857,64.33333333,2.467444921,0.036043085
621200,Longnan,3,1,0,76.48372936,597.8250023,9.409694056,2.750487131,0,0,2.38,2.84,2846.335561,4508.806115,3869,10,290,11777,445.1198464,263.43,94,379.2,1.439471586,11.31673915,9.857142857,1.714285714,5.785714286,69.16666667,4.950190556,0.018355359
622900,Linxia,3,1,0,0,0,116.3206874,26.95729729,0,0,2.62,3.53,2827.910772,7025.442453,324,9,14,648,347.8771361,205.88,239,255.3,1.240042743,11.31673915,3.857142857,-10.14285714,-3.142857142,51.33333333,1.998956332,0
623000,Gannan,3,3,1.67,0,17.89046786,2.773197574,12.35763589,0,0,1.93,2.65,496.1825276,1019.373863,2077,9,29,2347,121.6927887,72.02,18,155.7,2.161899472,11.31673915,0.428571429,-17.28571429,-8.428571431,48.83333333,1.296869337,0
630100,Xining,3,7,0,127.2381025,1007.37916,58.97429229,105.3348253,0,0,1.82,2.61,1463.409357,3224.470947,8522,32,73,18051,461.578955,237.11,256,1286.41,5.42537219,7.583417594,1.714285714,-12.14285714,-5.214285713,40.5,1.360256888,0.011622431
640100,Yinchuan,3,16,0.31,0,1129.499527,83.55960984,14.89268922,0,0,1.86,2.67,1429.538381,3213.470744,8990,141,70,15726,619.1350172,222.54,169,1901.48,8.544441449,8.99255055,4,-6.857142857,-1.428571429,35.33333333,1.552013654,0.005485887
640200,Shizuishan,3,1,0,0,157.1329327,0,0,0,0,2.67,4.29,1159.529526,5859.207421,2171,16,35,3998,223.4049693,80.3,140,605.92,7.545703611,8.99255055,3.571428571,-12.42857143,-4.42857143,37.16666667,1.320749525,0.009110255
640300,Wuzhong,3,4,4,0,244.4104315,33.63416789,96.36451531,0,0,2.44,4.09,1610.585459,8386.285997,2647,15,50,5783,390.5552876,140.38,63,534.53,3.807736145,8.99255055,5.714285714,-1.142857143,2.285714286,37,2.097340937,0.012696834
640500,Zhongwei,3,1,0,0,250.8289708,11.82772552,42.5764053,0,0,2.75,4.19,1810.634641,7642.138054,1866,53,28,3993,322.0314471,115.75,62,402.99,3.481555076,8.99255055,5.285714286,-8.428571429,-1.571428572,41,1.78305606,0.013718478
650100,Urumqi ,3,10,0.5,184.56021,2261.522753,85.64329312,120.4530419,0,0,1.14,1.9,1096.182453,2343.940874,11482,4,127,27464,873.6340286,350.58,152,3099.62,8.841405671,7.155828221,-5.428571429,-13.42857143,-9.42857143,49.16666667,1.212087553,0.053298038
654000,Yili,3,4,1.25,40.97027222,339.1833232,22.64515169,0,0,0,1.09,2.71,1362.961094,6887.165505,9800,1,105,24900,1141.944189,458.25,48,939.9,2.05106383,7.155828221,4,-8.857142857,-2.428571429,73.66666667,3.016911165,0
810000,Hongkong,3,12,2.42,88.05974746,1275.37975,5.338216086,0,0,0,1.45,1.33,3176.020314,2816.877324,14651,10,179,28929,207.9,745,6763,25416.4,34.11597315,16.88,18.71428571,14.85714286,16.78571429,74.33333333,10.61441878,0
820000,Macau,3,3,0,316.094687,2272.050621,2.282399644,0,0,0,1.76,2.05,367.3460433,490.9313499,2716,1,5,1604,102,63.2,20778,3819.3,60.43196203,11.1,18.71428571,15.14285714,16.92857143,73.66666667,10.60981376,0
110000,Beijing,4,75,0.32,304.4114251,2506.970925,1862.763626,2254.041238,29548.66114,58426.92,1.846671429,1.55,13653.52879,10148.50677,94417,20,656,113700,14588.8,2154,1167,30300,14.06685237,11.25445595,9.875,0.642857143,5.258928571,52.04017857,3.597585544,0
120000,Tianjin,4,40,0.3,88.30199219,362.2126599,558.3075677,454.717346,8191.599429,18968.256,1.792057143,1.85,9360.385927,9918.774527,41127,4,426,60158,7096.4,1559.6,1085,18810,12.06078482,10.91918087,12.92857143,3.875,8.401785714,53.44642857,4.533529044,0
130100,Shijiazhuang,4,3,0.33,43.52645888,16.60606607,161.1242933,237.9770674,4823.156571,10101.024,1.915085714,1.94,6890.147868,7063.967285,34487,2,235,46036,1914.808919,1015.12,617,5586.6,5.503388762,12.68677209,14.85714286,6,10.42857143,42.42857143,4.095148029,0.011572731
130200,Tangshan,4,24,0.58,14.52837584,0,100.3101396,90.15857102,2814.865714,5357.988,2.320442857,2.64,7984.927297,10991.39638,18690,1,173,33458,1479.529044,784.36,548,6955,8.867101841,12.68677209,12,2,7,59.35714286,4.59883077,0.005900824
130300,Qinhuangdao,4,4,0.25,8.339464371,0,23.14982823,29.456077,1409.770286,3332.016,2.286757143,2.28,3046.004425,3025.49152,9448,1,71,13776,583.7307589,309.46,375,1635.6,5.285335746,12.68677209,7,-1.428571429,2.785714286,65.85714286,3.861153636,0.004848198
130400,Handan,4,9,0,38.45635221,0,249.0086656,187.291141,2824.308,3738.96,2.161585714,2.26,8244.400458,9097.034884,20836,1,214,35057,1790.615701,949.28,726,3454.6,3.639179167,12.68677209,16.57142857,7,11.78571429,49.85714286,5.240658587,0.015948226
130500,Xingtai,4,3,0.33,5.295318577,266.880839,45.05783675,41.20242342,1692.483429,2373.624,1.622028571,1.72,3706.322498,4087.818991,17533,1,177,26654,1380.744129,731.99,553,2150.8,2.938291507,12.68677209,15.57142857,7,11.28571429,46.14285714,4.700686624,0.021350739
130600,Baoding,4,13,0.08,43.91379812,0,128.094791,174.8057588,2859.994286,5455.188,1.3957,1.58,4209.527679,5061.437082,28300,1,365,44388,1966.512079,1042.53,490,3256.9,3.1240348,12.68677209,15.57142857,3.714285714,9.642857143,46.71428571,4.289683966,0.029765072
130700,Zhangjiakou,4,18,0.17,5.605063802,0,27.80925437,57.30696718,1486.465714,2687.58,2.385542857,2.5,4807.853088,5390.875403,9401,1,100,18554,834.7014093,442.51,114,1536.6,3.472463899,12.68677209,5,-4.571428571,0.214285714,48.14285714,2.369517108,0.020202001
130800,Chengde,4,1,0,2.952357748,53.34304839,13.94515902,14.46749924,1033.837714,1818.936,2.370057143,2.52,3778.320905,4389.53177,9732,1,79,17603,666.1992808,353.18,86,1481.5,4.194744889,12.68677209,4.571428571,-4.428571429,0.071428571,63.78571429,3.10871934,0.024598721
130900,Cangzhou,4,22,0.14,0,319.0930965,72.14224941,42.71771473,2699.799429,3914.568,1.888528571,2.07,4960.862234,5947.975991,19233,1,154,31469,1415.753639,750.55,516,3676.4,4.898274599,12.68677209,13.71428571,4.714285714,9.214285714,55.5,4.959168616,0.009835702
131000,Langfang,4,14,0.07,21.89097569,0,157.7013246,131.608286,5465.88,9997.992,1.323885714,1.47,1734.314941,2007.172018,11877,1,153,16913,870.522023,461.5,632,3108.2,6.734994583,12.68677209,11.85714286,2.714285714,7.285714286,51.64285714,4.076059241,0.021724736
131100,Hengshui,4,1,0,10.79503115,0,63.57694232,56.1704987,1733.677714,2178.576,2.216214286,2.25,4084.623983,4224.983645,11010,1,126,15941,839.9830164,445.31,483,1558.7,3.500258247,12.68677209,14.42857143,5.142857143,9.785714286,57.64285714,5.341523245,0.009251892
140100,Taiyuan,4,7,0.29,0,188.0465786,52.10501377,106.2126471,5672.036571,12241.368,1.542185714,1.56,2047.42079,2084.220941,21476,2,175,36566,642.6028425,437.97,497,3884.48,8.869283284,10.32446442,11,2.857142857,6.928571429,41.42857143,3.194901642,0.017997103
140200,Datong,4,3,0,0,175.8535935,40.26593302,44.7020398,1874.617714,3047.544,2.904985714,2.72,6287.53765,5225.67413,9464,2,143,15553,505.0793491,344.24,223,1271.8,3.694515454,10.32446442,4.714285714,-1.714285714,1.5,48.78571429,2.621917678,0.006432991
140400,Changzhi,4,3,0,0,210.5605144,11.35049077,8.474780769,1242.447429,1930.716,2.408771429,2.33,3841.949228,3550.92602,8252,2,114,14118,506.9133869,345.49,236,1645.6,4.763090104,10.32446442,8.285714286,0.857142857,4.571428571,60.28571429,3.982379299,0.031723612
140600,Shuozhou,4,3,0.33,2.446419519,114.3767364,10.75055653,8.054322129,1288.542438,1885.032,2.626685714,2.97,2455.828713,3461.76492,2884,2,63,6068,260.5800964,177.6,143,1065.6,6,10.32446442,4.857142857,-4.714285714,0.071428571,50.14285714,2.443808485,0.023664605
140700,Jinzhong,4,8,0.12,655.4249973,544.191134,2650.428701,16.02474178,3631.808571,3031.344,2.1452,1.97,2875.484438,2413.362879,7129,3,106,11656,493.8110206,336.56,189,1447.6,4.301164725,10.32446442,10.71428571,3.714285714,7.214285714,46.07142857,3.619509592,0.029381198
140800,Yuncheng,4,2,0,32.10878305,304.1221824,57.98607254,51.56090937,1002.178286,2025.972,1.750185714,2.06,3071.226305,4186.609491,11583,3,269,22414,782.9140735,533.6,358,1509.6,2.829085457,10.32446442,15.28571429,6,10.64285714,45.85714286,4.486367828,0.015188001
140900,Xinzhou,4,4,0,0,117.9750801,14.7652584,8.785787682,1487.576571,2184.732,2.240057143,2.14,2974.7562,2691.516914,5923,2,112,8739,464.6278104,316.67,122,989.1,3.123440806,10.32446442,9.714285714,1.285714286,5.5,46.64285714,3.27607754,0.020807952
150200,Baotou,4,2,0,0,58.74939581,27.78465138,20.13596303,2032.498286,3481.38,2.668385714,2.64,4148.687358,4032.579602,8588,6,84,15818,552.5148493,287.77,90,2951.8,10.25749731,9.850344064,1,-7.857142857,-3.428571429,67.21428571,2.564914148,0.03158119
150400,Chifeng,4,3,0.67,21.90485429,124.6235626,57.93528947,54.13255175,1203.891429,2132.892,2.283042857,2.44,4231.297728,4950.38762,11601,13,98,20383,828.4362761,431.48,49,1549.8,3.591823491,9.850344064,4.857142857,-6.142857143,-0.642857143,50.28571429,2.332790092,0.012779578
150500,Tongliao,4,4,0.25,0,0,5.492457852,13.31525962,850.8427283,1881.792,2.370185714,2.72,3347.514747,4749.467421,7114,12,81,14348,600.7065396,312.87,52,1301.6,4.16019433,9.850344064,-2,-11.42857143,-6.714285714,82.07142857,2.472400464,0.005644143
150700,Hulunbuir,4,1,1,0,0,17.04702719,29.42800436,414.0514816,1347.84,2.327842857,2.77,2593.89553,4036.257714,9623,15,219,13854,485.6032793,252.92,10,1252.9,4.953740313,9.850344064,-11.14285714,-21,-16.07142857,91,1.345270202,0.023746609
150800,Bayannur,4,2,1,2.626525958,34.55772595,23.26748095,22.02250701,383.8207869,700.488,2.169071429,2.51,1474.226136,2073.134617,4956,8,53,7368,323.4795212,168.48,26,813.1,4.826092118,9.850344064,7,-16,-4,34,1.245776713,0.175986055
152500,Xilinguole,4,3,1.33,5.295318577,22.07455178,19.34362086,28.05149911,621.9787803,1610.928,2.308071429,2.77,1057.385286,1678.209952,3380,13,47,4351,201.9059025,105.16,5,813.9,7.739634842,9.850344064,0,-23,-13,58,1.090236123,0.036435922
210100,Shenyang,4,5,0,69.97024779,0,120.0193355,109.5258486,8882.552571,20269.764,2.173957143,2.03,7292.922898,6315.123226,28193,7,274,64196,1856.254536,829.4,592,6292.4,7.586689173,14.97594002,3.857142857,-3.571428571,0.142857143,72.57142857,3.55434317,0.026643432
210200,Dalian,4,3,0.67,10.85811572,0,45.06004472,44.3954488,4077.401143,11023.776,2.671214286,2.3,10102.18797,6969.45999,20301,3,153,41444,1563.850804,698.75,449,7668.5,10.9745975,14.97594002,5.571428571,-1.142857143,2.214285714,74.42857143,4.198648995,0.045869678
210700,Jinzhou,4,5,0,13.54804167,0,8.808498125,2.513920003,1837.450286,2872.26,2.707257143,2.67,4442.475461,4280.006869,6111,2,77,15147,663.3636899,296.4,313,1192.4,4.02294197,14.97594002,6,-2.285714286,1.857142857,68.64285714,3.779716766,0.030949477
210900,Fuxin,4,1,0,5.406347415,0,5.982309515,11.71228076,642.7303448,1265.22,2.434571429,2.48,2124.714658,2223.463435,4547,2,55,9758,416.7284719,186.2,186,446,2.395273899,14.97594002,4.285714286,-4.857142857,-0.285714286,67.21428571,3.196114634,0.034950705
211000,Liaoyang,4,1,0,4.430113737,0,0,6.055172193,1520.946161,2030.832,2.962542857,2.9,3554.063406,3338.590504,4593,3,62,11794,411.1332991,183.7,387,869.7,4.734349483,14.97594002,4.857142857,-2.571428571,1.142857143,69.5,3.64537312,0.12871188
211200,Tieling,4,4,0,5.008283796,0,3.099975634,0,1300.772858,2269.296,2.794871429,2.93,4904.885434,5614.543623,5700,2,153,12765,670.973125,299.8,235,616.6,2.05670447,14.97594002,0.857142857,-6.142857143,-2.642857143,80.78571429,3.258920764,0.00635623
211400,Huludao,4,4,0.25,11.30033854,0,46.30943456,13.01560792,1438.745143,2140.02,2.6628,2.93,3971.17582,5187.553648,4780,1,75,10156,619.9451488,277,268,812.8,2.934296029,14.97594002,4.571428571,-2.714285714,0.928571429,70.21428571,3.629325156,0.028131564
220100,Changchun,4,11,0.18,35.68189294,0,107.0586112,304.7117077,4708.044,14860.26,2.129914286,2.26,6453.649653,7350.229391,21119,9,162,44756,1411.509373,767,363,7175,9.354628422,12.37090155,-3.857142857,-13.28571429,-8.571428571,88.57142857,2.327416778,0.017641783
220300,Siping,4,4,0.25,2.734715991,108.8839631,57.64762385,113.3295325,1384.869192,2898.18,2.063328571,2.39,2660.779666,3688.760953,7178,5,63,12880,622.0210795,338,233,1003,2.967455621,12.37090155,-2.714285714,-11,-6.857142857,85.57142857,2.551082568,0.038920345
220400,Liaoyuan,4,1,1,0,0,0,10.69661923,456.5023663,882.9,2.383442857,2.53,1268.533505,1468.760218,2808,3,21,4702,215.3149891,117,241,619,5.290598291,12.37090155,-0.714285714,-9.428571429,-5.071428571,85.57142857,2.903767006,0.005833841
220500,Tonghua,4,1,1,2.923969693,0,9.081023462,8.30571413,566.3572174,1048.14,2.1337,2.25,1959.485802,2201.154714,6007,10,66,10019,426.94938,232,145,812,3.5,12.37090155,-2.285714286,-10.42857143,-6.357142857,87.5,2.705440813,0.010707734
220800,Baicheng,4,1,0,5.295318577,0,56.56509267,66.52393788,414.0956026,1293.732,2.213128571,2.94,1856.288884,3839.916801,4687,7,40,6297,373.5807075,203,79,607.25,2.99137931,12.37090155,-7.142857143,-16.42857143,-11.78571429,86.57142857,1.786191099,0.01560456
230100,Harbin,4,70,0.47,44.54874429,0,113.0283038,71.6605988,3171.821143,14557.644,1.370257143,1.97,4198.130898,7647.526475,22000,24,310,70500,1797.576262,1066.5,200,6300.5,5.907641819,12.21482583,-7,-16.85714286,-11.92857143,91.71428571,1.871771677,0.043050311
230200,Qiqihar,4,9,0.78,2.427178726,0,28.06537771,51.51643475,829.8565714,3181.68,1.604228571,2.57,2669.557081,7012.427977,10377,21,116,25219,904.6030755,536.7,126,1340,2.496739333,12.21482583,-9.285714286,-17.14285714,-13.21428571,88.28571429,1.632290099,0.014842296
230300,Jixi,4,15,0.13,0,0,0,3.088620416,133.7707212,811.944,1.249928571,1.8,649.9252404,1126.565351,4368,5,68,11135,313.8721534,186.22,83,535.2,2.874019976,12.21482583,-6.857142857,-16.71428571,-11.78571429,88.64285714,1.828929995,0.005663771
230400,Hegang,4,3,0,0,0,0,2.667530929,134.8262609,658.044,1.919171429,2.58,721.5367809,1397.181017,3067,8,49,8444,178.4429432,105.87,72,287.1,2.711816379,12.21482583,-9.428571429,-19.71428571,-14.57142857,86.64285714,1.441482613,0.004806772
230500,Shuangyashan,4,12,0.33,0,75.51885091,8.959270243,11.33503505,149.6045854,861.84,1.356385714,2.14,567.8013229,1243.127748,1972,7,54,8412,246.5199289,146.26,66,507,3.466429646,12.21482583,-8.428571429,-17.42857143,-12.92857143,88.28571429,1.66868814,0.022650824
230600,Daqing,4,5,1.6,0,0,5.41013249,8.711347897,1031.292,4527.9,2.1646,2.52,2555.318994,3645.804545,9926,10,113,16276,494.4219605,293.34,137,2801.2,9.549328424,12.21482583,-8.571428571,-18.14285714,-13.35714286,89.21428571,1.631335292,0.002588269
230800,Jiamusi,4,2,0,5.736279702,73.47081043,7.819962962,0,435.4212115,1853.604,1.395714286,1.9,1030.501671,1706.307121,5694,9,92,14351,430.1541847,255.21,78,1012,3.965361859,12.21482583,-9,-18.85714286,-13.92857143,89.07142857,1.558093614,0.016350056
