city_code,city,week,new case,growth rate,Wuhan flow,Wuhan flow_lag,Hubei/non-Wuhan flow,Hubei/non Wuhan flow_lag,non-Hubei flow,non-Hubei flow_lag,City internal flow index,City internal flow index_lag,City internal flow,City internal flow_lag,Doctors,COVID-19 Hospitals,Hospitals,Beds,Outpatients,Population,Density,GDP,Income,Aging,Highest Temperature,Lowest Temperature,Average Temperature,Relative Humidity,Absolute Humidity,ILI
420900,Xiaogan,2,519,3.08,715664.3133,127587.4598,69608.28684,229913.0229,13361.112,23938.092,2.5,5.581514286,5942.620554,129497.8777,8781,31,56,14866,1089.515783,487.8,523,1912.9,3.921484215,12.49329869,8.142857143,1.142857143,4.642857143,56.85714286,3.773721346,0.02066956
421000,Jingzhou,2,213,3.12,351313.0446,62248.45478,106798.2315,362869.2917,15100.992,28470.258,2.71,5.791614286,8633.116441,188146.2983,12639,39,67,20440,1282.984125,574.42,415,2082.18,3.624838968,12.49329869,7.285714286,1,4.142857143,55.14285714,3.540399734,0.019396859
421100,Huanggang,2,561,2.36,645744.1175,120933.1185,53686.72334,244783.7288,15766.812,36704.826,2.63,6.090685714,8727.988645,277888.6967,13400,31,68,20700,1405.113528,629.1,382,2035.2,3.235097759,12.49329869,7.142857143,1.142857143,4.142857143,61.57142857,3.953140635,0.05564478
421200,Xianning,2,166,1.67,231733.3527,43161.42814,22874.73063,102976.7403,5922.72,13970.61,2.6,6.310842857,3375.359125,138012.5445,6743,49,32,9632,559.9458935,250.7,257,1362.42,5.434463502,12.49329869,7.714285714,1.571428571,4.642857143,64.42857143,4.276252078,0.025572543
421300,Suizhou,2,228,3.01,176168.8075,31173.30664,44139.61754,144041.3886,6011.496,10315.566,2.31,5.5142,2207.104953,54373.7598,4268,12,46,7156,489.3216846,219.08,229,1011.19,4.615619865,12.49329869,8.857142857,2.714285714,5.785714286,53.14285714,3.80338221,0.006083401
422800,Enshi,2,75,1.09,83782.99293,15458.99055,41203.18391,129273.3791,7339.248,15539.148,3.56,6.430171429,14137.01178,249377.4808,8100,17,35,7671,897.9682768,402.04,145,870.95,2.166326734,12.49329869,7.571428571,1.142857143,4.357142857,67.71428571,4.409927301,0
429004,Xiantao,2,88,2.47,155303.9575,27780.94255,40880.2969,171007.8906,3875.364,7692.786,2.28,5.153014286,1139.960936,20166.20696,2736,25,23,4047,260.4295619,116.6,541,800.13,6.862178388,12.49329869,8,1,4.5,49,3.221561935,0
429005,Qianjiang,2,12,5.17,58514.75686,10378.10534,44751.84064,133333.2672,2707.344,4592.538,2.35,5.051057143,1000.742775,14906.53402,2546,26,10,1612,213.1680737,95.44,487,755.78,7.918901928,12.49329869,8,1.142857143,4.571428572,46,3.038687522,0
429006,Tianmen,2,67,1.43,111653.945,19950.53721,51391.65884,177805.4628,4073.328,8027.802,2.59,6.7862,1722.206491,114412.0393,2549,28,15,6411,288.572036,129.2,544,591.15,4.575464396,12.49329869,5.142857143,1.218487395,3.180672269,56.42857143,3.397346464,0
429021,Shennongjia ,2,7,0.43,3644.96479,717.1075551,4360.447557,18797.24195,226.8,497.61,2.5,4.879885714,93.56155362,1010.807971,234,9,13,260,17.15350802,7.68,23,28.59,3.72265625,12.49329869,8.857142857,1.571428571,5.214285714,54.14285714,3.731941675,0
430100,Changsha,2,60,2.03,32082.22508,6689.866607,34538.56654,48147.88004,28986.66,43425.504,1.82,4.122857143,5032.96541,50343.34814,29625,5,287,58899,1168.800498,815.47,552,11003.41,13.49333513,12.48672942,8.714285714,2,5.357142857,66.14285714,4.60221306,0.06780174
430200,Zhuzhou,2,18,1.5,6765.377933,1191.752189,12542.22732,5152.261703,14639.616,21092.562,3.27,5.400785714,10579.26332,89093.06603,10620,7,190,25998,576.2950253,402.08,328,2631.54,6.544816952,12.48672942,8.714285714,1.428571429,5.071428572,68.28571429,4.662604727,0.022344639
430300,Xiangtan,2,9,1.67,6360.605269,1171.464508,2046.537487,3119.892065,16710.948,15040.836,3.75,5.314457143,12181.43957,58228.24752,7526,5,63,14909,410.607339,286.48,551,2161.4,7.544680257,12.48672942,8.571428571,2.571428571,5.571428571,66.28571429,4.677672214,0.035449121
430400,Hengyang,2,25,0.72,11751.21182,2170.932593,9532.083162,14138.20694,21893.652,36753.912,4.57,6.373428571,69930.76047,424509.4164,17760,10,127,28774,1038.185283,724.34,439,3046.03,4.205248916,12.48672942,8.142857143,0.857142857,4.5,66.57142857,4.376815923,0.052314942
430500,Shaoyang,2,36,1.31,10135.1199,1683.871023,3825.439643,13996.94861,22370.58,35307.252,4.94,6.403,103017.6624,444922.653,12799,11,293,26638,1056.402329,737.05,324,1782.65,2.418628316,12.48672942,8,2.428571429,5.214285715,63.57142857,4.381831254,0.083392638
430600,Yueyang,2,34,2.06,25944.74614,4733.6769,53058.46287,111272.4445,22012.56,26248.86,3.37,5.849785714,16857.11292,201252.1126,15306,10,242,21880,830.8893482,579.71,346,3411.01,5.883993721,12.48672942,9.428571429,2,5.714285715,63.28571429,4.508100116,0.095355368
430700,Changde,2,37,0.73,19082.43057,3382.816645,44534.71082,90809.07416,18332.568,25842.51,3.85,6.0332,27383.79781,243021.889,15367,10,85,21533,835.2035345,582.72,299,3394.2,5.824752883,12.48672942,9.428571429,2.142857143,5.785714286,60.28571429,4.314589497,0.057744773
430800,Zhangjiajie,2,1,4,2889.367493,550.1054924,4789.928237,10425.82273,3897.396,7328.124,4.36,6.284385714,12035.1647,82452.1785,3207,3,30,6293,220.4248208,153.79,156,578.92,3.764353989,12.48672942,9.285714286,2.142857143,5.714285715,65.85714286,4.691273484,0.032043633
430900,Yiyang,2,20,1.15,9289.853564,1552.391565,8202.138413,18695.48308,22711.104,23271.462,4.55,5.8365,41768.85238,151207.1731,10996,5,82,17648,632.6231056,441.38,339,1758.38,3.983823463,12.48672942,5,0.285714286,2.642857143,63.28571429,3.674864338,0.034137557
431000,Chenzhou,2,11,1.55,5469.326947,992.3033005,4348.814447,992.2997406,11705.148,24950.97,3.99,6.044571429,25646.34226,200131.0472,11028,11,339,22673,680.0218235,474.45,227,2391.87,5.041353146,12.48672942,6.714285714,2.285714286,4.5,46.42857143,3.052500375,0.030580809
431100,Yongzhou,2,12,1.83,6402.568808,1183.510416,3644.24121,4376.218699,13989.024,28885.302,4.51,6.827528571,49571.48467,503178.176,12477,11,128,25998,781.4410335,545.21,231,1805.65,3.311843143,12.48672942,8.428571429,2.428571429,5.428571429,63.14285714,4.414192121,0.065439125
431200,Huaihua,2,23,0.52,5228.686764,974.8946185,1588.489907,8072.227107,11063.304,21291.12,3.68,5.953971429,19742.31839,191854.2371,11607,14,398,23556,713.7183417,497.96,165,1513.27,3.038938871,12.48672942,8,1,4.5,71.28571429,4.686762115,0.01236592
431300,Loudi,2,17,1.94,8671.192991,1714.775838,849.6825666,3989.937068,16042.536,20716.938,4.41,6.167314286,32346.70766,187508.9409,9548,5,86,17707,563.5387934,393.18,481,1540.4,3.917798464,12.48672942,8.571428571,1,4.785714286,63,4.221189607,0.021981977
433100,Xiangxi,2,5,0.6,3348.033617,594.1360421,21699.53043,48572.14363,6287.868,11879.46,4.2,6.3839,17668.54341,156912.1116,5817,9,74,14457,379.748724,264.95,161,605.05,2.283638422,12.48672942,9.285714286,1.714285714,5.5,64.28571429,4.515267667,0
440100,Guangzhou,2,99,1.8,18861.44754,3525.028636,66035.37914,40359.55557,37542.528,70862.202,1.09,3.067671429,4432.977049,32032.23716,49747,8,243,81747,4820.022008,1490.44,1708,22859.35,15.3373165,8.263458892,17.71428571,9.428571429,13.57142857,67.42857143,7.918347419,0.041543936
440200,Shaoguan,2,1,2,2080.633434,378.706075,3533.192184,81.38161514,13645.26,23808.33,3.46,5.059257143,9537.45688,47204.25413,5079,1,54,12546,969.4115812,299.76,154,1343.91,4.483286629,8.263458892,13,5.285714286,9.142857143,72.14285714,6.416948923,0.033648444
440300,Shenzhen,2,95,2.36,18458.199,3506.796745,123870.9423,52213.7233,28103.112,44592.93,0.81,2.861385714,2928.259818,22777.97458,33299,1,135,39899,4212.749167,1302.66,5304,24221.98,18.59424562,8.263458892,18.42857143,12.28571429,15.35714286,73.28571429,9.599693555,0.06799635
440400,Zhuhai,2,18,2.61,4935.647279,923.9601389,5577.303123,546.5047605,11186.424,17015.832,1.4,3.654471429,766.8788657,7308.550806,6427,1,43,8335,611.5740063,189.11,924,2914.74,15.41293427,8.263458892,18.57142857,11.85714286,15.21428572,74.85714286,9.720762976,0.04144049
440500,Shantou,2,12,0.83,2225.089838,410.2876062,412.899848,5.974739365,14498.352,17247.816,2.06,3.351685714,4423.950078,16098.38078,9741,2,44,15343,1823.467841,563.85,2611,2512.05,4.455174248,8.263458892,18.14285714,11.42857143,14.78571429,74,9.361818078,0.013646358
440600,Foshan,2,26,0.96,3680.264075,712.4425865,30454.26221,7782.44215,22110.084,33086.448,1.12,2.779671429,2422.981787,12739.02802,18134,1,110,32646,2556.671049,790.57,1869,9935.88,12.56799524,8.263458892,17.14285714,9.571428571,13.35714286,67.42857143,7.814390923,0.017725883
440700,Jiangmen,2,1,10,1224.559769,230.0632436,4138.514787,11.87566979,12272.148,13922.01,2.4,4.039671429,5068.676963,26121.30482,9859,1,44,16605,1487.039075,459.82,466,2900.41,6.307707364,8.263458892,18.14285714,10.85714286,14.5,69.28571429,8.613734966,0.041675539
440800,Zhanjiang,2,9,0.89,3568.176677,605.2694318,57.97124767,0,27932.688,38038.14,4,5.760557143,40031.3636,232809.4668,12810,2,103,25338,2371.138815,733.2,561,3008.39,4.103096017,8.263458892,19,12.28571429,15.64285715,77.85714286,10.37684948,0.030074451
440900,Maoming,2,3,1,1627.146237,286.848186,43.45517332,0,30023.46,42421.428,4.38,5.901,50403.34725,230686.0249,13362,1,71,20383,2041.663062,631.32,508,3092.18,4.89795983,8.263458892,19.71428571,11.28571429,15.5,74.71428571,9.87207259,0.036219563
441200,Zhaoqing,2,5,1.6,1167.482114,213.597045,120.0373146,0,18191.628,29914.488,2.57,4.321028571,5424.538333,31248.18728,7620,1,54,12678,1342.642801,415.17,264,2201.8,5.303369704,8.263458892,17.28571429,7.714285714,12.5,73.42857143,8.069739038,0.027005081
441300,Huizhou,2,12,1.83,4829.316664,861.083255,25619.53636,7415.598456,25346.196,28089.396,1.5,3.001342857,2164.655821,9714.350564,12582,1,72,15550,1562.002247,483,412,4103.05,8.494927536,8.263458892,18.42857143,9.571428571,14,71.14285714,8.577706535,0.047682872
441400,Meizhou,2,5,1.4,1390.986951,236.077546,24.08789575,0,25212.06,30688.686,4.02,5.2595,24390.40022,84241.66405,9548,1,42,11811,1416.086013,437.88,267,1110.21,2.535420663,8.263458892,16,6.857142857,11.42857143,74.57142857,7.665157493,0.007311596
441500,Shanwei,2,3,0.67,431.2930999,82.66263742,142.8502713,48.65965012,15277.248,14073.642,3.14,4.0187,6916.373583,16653.02004,5153,1,33,6339,968.1179975,299.36,557,920.31,3.074258418,8.263458892,18.28571429,11.57142857,14.92857143,74.42857143,9.498434101,0.077981681
441600,Heyuan,2,1,1,549.7034635,102.7648953,547.9922946,12.21317222,16026.66,20349.198,3.42,4.722585714,9457.871313,34793.58575,5742,1,52,7922,1000.554607,309.39,187,1006,3.25155952,8.263458892,15.71428571,7.714285714,11.71428571,74.14285714,7.758684062,0.014037376
441700,Yangjiang,2,7,0.43,1151.968988,209.7559609,36.92213553,0,9563.508,13545.36,3.48,5.300571429,8295.406574,51227.33956,5201,1,51,10119,826.4705888,255.56,310,1350.31,5.283729848,8.263458892,19,11.42857143,15.21428572,76,9.869171571,0.040242651
441800,Qingyuan,2,5,0.8,1455.879838,259.7730106,7065.128042,31.3801563,18835.092,34253.712,2.99,4.727242857,7703.713397,43769.85459,7493,1,57,11005,1252.835757,387.4,193,1565.19,4.040242643,8.263458892,-0.142857143,-17.85714286,-9.000000002,69.57142857,1.770838004,0.021099448
441900,Dongguan,2,16,2.31,4778.881498,905.8527052,88762.61961,24089.94599,18902.16,30814.884,0.81,2.105528571,1886.489341,6891.20652,17506,1,97,29046,2714.00316,839.22,3335,8278.59,9.864624294,8.263458892,18,11.28571429,14.64285715,67.42857143,8.456375594,0.032683619
442000,Zhongshan,2,16,1.75,2357.181667,433.4040447,23774.24653,1773.821956,12651.228,16313.022,1.1,2.582557143,994.3789539,4379.437271,8115,1,59,15140,1070.440464,331,1734,3632.7,10.97492447,8.263458892,18.57142857,11.85714286,15.21428572,69.85714286,9.071475373,0.073498306
445200,Jieyang,2,6,0.17,1526.986238,285.9949672,14.62331812,3.151074136,29758.752,24814.188,3.01,3.855271429,12353.80931,28767.20118,10172,1,50,12871,1969.287057,608.94,1121,2152.47,3.534781752,8.263458892,17.85714286,9.428571429,13.64285714,72.71428571,8.576721025,0.007910211
450100,Nanning,2,16,0.94,6001.306801,1178.924754,3256.504534,47.76763434,22338.504,37548.522,2.26,4.780128571,6694.841923,83218.18878,23412,1,115,35623,1394.408663,698.61,309,3703.39,5.30108358,10.026516,15.85714286,8.142857143,12,71.85714286,7.654924457,0.037767083
450200,Liuzhou,2,9,1,2692.389085,513.6621688,492.9592107,6.302148272,9706.716,14752.53,2.81,5.2184,6515.57262,72428.15458,10330,2,64,17890,782.9614322,392.27,196,2476.94,6.314375303,10.026516,11.28571429,4.571428571,7.928571431,68.28571429,5.618451378,0.037814041
450300,Guilin,2,16,0.62,5736.369598,1028.856166,716.7318417,475.2012204,13516.308,23216.166,2.99,5.567057143,9866.480225,129826.6786,11614,2,66,15738,990.3233595,496.16,176,2074,4.180103193,10.026516,11.71428571,4.142857143,7.928571427,68.85714286,5.665467706,0.055613586
450400,Wuzhou,2,3,0.33,1415.489313,261.3667972,9.292672179,0,9354.528,17618.742,3.97,6.0847,15892.18018,131700.0747,5645,1,37,9988,598.6729854,299.94,242,1180,3.934120157,10.026516,15.42857143,6.857142857,11.14285714,73.57142857,7.427962487,0.047307867
450500,Beihai,2,11,1.27,5036.787611,888.9956977,34.19404342,6.060534375,7612.38,8437.77,2.98,5.198214286,3200.648352,29416.85134,3514,2,25,5793,324.4857879,162.57,386,985,6.058928462,10.026516,16.85714286,10.85714286,13.85714286,77,9.202769547,0.01981779
450600,Fangchenggang,2,7,1.14,362.6337494,76.28046187,5.70568369,0,3912.624,4028.076,2.95,4.661728571,1754.69079,9718.402227,2042,1,14,2635,183.3104187,91.84,134,670,7.295296167,10.026516,16.71428571,9.142857143,12.92857143,73.42857143,8.287198466,0.010908434
450700,Qinzhou,2,1,6,659.4885897,124.0709418,15.22325235,3.148550755,12175.92,20176.506,3.95,5.987157143,16667.61728,127820.2391,5316,1,22,8632,640.5685177,320.93,296,1102.05,3.433926401,10.026516,9.142857143,4.571428571,6.857142857,73.42857143,5.636435246,0.006051011
450900,Yulin,2,4,1,1437.442111,306.1289025,21.93134981,0,23112.216,36768.6,3.67,5.882,22401.84771,204617.7169,9116,2,47,15348,1139.143316,570.72,436,1550,2.715867676,10.026516,13.36734694,6.887755102,10.12755102,72.42857143,6.858805305,0.048533943
451000,Baise,2,1,1,260.5181295,37.21687564,134.3168218,0,7700.832,16285.59,4.22,6.282114286,24469.60329,192394.1151,9116,2,34,11026,717.8926207,359.67,99,1114,3.097283621,10.026516,11.85714286,4.142857143,8.000000002,74,6.116724234,0.093737989
451100,Hezhou,2,1,3,1384.217031,248.5930735,15.34311303,0,5882.868,12462.498,3.63,5.905985714,7640.239518,74396.92926,3449,1,28,5197,404.36474,202.59,177,520,2.566760452,10.026516,13.57142857,6.857142857,10.21428571,72.28571429,6.882983838,0.010666592
451200,Hechi,2,5,1,917.6151832,131.0878833,58.08416905,6.179133366,11539.584,19456.362,4.76,6.479842857,40590.22352,226641.6407,6286,1,34,11679,693.9608707,347.68,113,657.18,1.890186378,10.026516,13.14285714,6.142857143,9.642857142,74.42857143,6.834634086,0.045455424
460100,Haikou,2,6,1.67,4418.084771,845.4307572,924.4245311,100.4618579,10349.532,16513.632,1.75,4.773557143,950.8330002,19553.22641,12417,1,123,12860,998.410149,165.23,4050,1510.51,9.141862858,8.213632802,23.57142857,18.14285714,20.85714286,83.28571429,15.12843109,0.030441344
460200,Sanya,2,12,1.5,6259.45579,1149.438621,8.36816785,0,8338.464,11553.516,3.29,6.470542857,1385.628622,33337.96283,2219,1,11,2361,311.9163099,51.62,253,595.51,11.53641999,8.213632802,19.57142857,13.28571429,16.42857143,79.85714286,11.16085773,0.033618742
460400,Danzhou,2,5,1.2,739.9210975,128.9230012,0,0,4790.988,4585.572,3.18,5.639914286,2177.914469,25489.89347,1680,0,22,3204,547.2735411,90.57,255,566.3,6.252622281,8.213632802,20.14285714,13.71428571,16.92857143,85.85714286,12.36554247,0
500000,Chongqing,2,179,1.15,55468.80496,10469.23226,117777.3087,265695.0787,0,90729.018,3.24,5.442671429,79205.60486,716743.8278,68549,42,749,150500,6633.6,3102,350,20363,6.564474533,14.47119924,9.285714286,4.714285714,7,59.71428571,4.626501231,0
510100,Chengdu,2,62,0.53,15306.00858,3128.040247,19837.99759,20782.1739,0,71590.878,1.88,4.573628571,10515.09855,155468.1291,58159,3,888,127445,3484.656049,1604.5,1015,15342.77,9.562337177,14.98887978,10.42857143,6.428571429,8.42857143,64.57142857,5.486627765,0.02035335
510400,Panzhihua,2,1,10,290.6820153,56.12962891,12.46551049,0,0,3681.072,3.54,4.8871,4260.455881,16386.80059,3966,1,24,9005,268.4564252,123.61,154,1173.52,9.493730281,14.98887978,7.836734694,2.727891156,5.282312925,62.42857143,4.322403846,0.043300916
510500,Luzhou,2,5,1.6,368.1142212,52.58774588,324.7536747,856.6635049,0,19885.122,4.61,6.109914286,43381.01708,194403.5662,9237,2,140,20052,937.6102896,431.72,350,1694.97,3.926086352,14.98887978,9.285714286,4,6.642857143,58.71428571,4.444488889,0.061531649
510600,Deyang,2,6,0.83,1661.988474,304.2368611,134.9416745,59.5600325,0,18826.614,3.25,5.167214286,9109.148059,61960.27634,8953,1,85,15571,767.0804093,353.2,611,2213.9,6.268120045,14.98887978,10.14285714,3.857142857,6.999999999,59.85714286,4.637569416,0.00627847
510700,Mianyang,2,9,0.89,2689.199845,458.1885292,674.9105584,593.8162934,0,23294.466,3.63,5.674528571,18236.4096,140885.6678,11738,1,90,23645,1050.196497,483.56,244,2303.82,4.76428985,14.98887978,10.28571429,1.571428571,5.928571431,56.42857143,4.076570247,0.006804587
510800,Guangyuan,2,2,2,640.9723229,91.5674747,121.7062168,0,0,13104.288,5.36,6.476785714,57223.01059,174817.3675,5886,1,73,15312,584.2146945,269,156,801.85,2.980855019,14.98887978,6.285714286,1.714285714,4,53.57142857,3.40694196,0.042542893
510900,Suining,2,4,0,2112.951342,341.0686956,305.2592817,199.8011261,0,18430.038,5.1,6.696157143,53075.84898,261878.1047,6546,1,72,13655,702.7733568,323.59,668,1221.39,3.774498594,14.98887978,10,5.428571429,7.714285715,55,4.463147011,0.019068546
511000,Neijiang,2,6,1.83,1232.987236,176.1410338,533.9711187,134.205793,0,20670.066,4.43,5.859371429,31505.33597,131568.5957,5507,1,72,16080,815.229256,375.37,779,1411.75,3.760955857,14.98887978,9.857142857,5.857142857,7.857142857,56.28571429,4.609813646,0.057265898
511100,Leshan,2,2,0.5,1706.53848,306.1235854,72.09178179,41.8402084,0,13226.814,3.73,5.347028571,13637.82098,68708.6746,7537,1,97,16111,710.6352795,327.21,262,1615.1,4.935973839,14.98887978,10.57142857,4.571428571,7.571428571,63.28571429,5.088301137,0.00727046
511300,Nanchong,2,11,1.73,4419.723393,729.1596814,2665.864548,6906.507888,0,34120.872,5.42,6.882385714,144966.962,625712.8643,13077,2,112,29686,1393.840702,641.79,495,2006.93,3.127082067,14.98887978,9.714285714,5,7.357142857,56.42857143,4.474456326,0.041794103
511400,Meishan,2,2,1.5,1283.472554,242.9432197,124.9705278,0,0,18095.454,3.43,5.284771429,9185.183685,58695.50484,6163,1,91,12663,646.0676108,297.48,423,1256.02,4.222199812,14.98887978,9.857142857,5.714285714,7.785714286,61.71428571,5.031160112,0.021185332
511500,Yibin,2,7,0.29,1872.930335,311.8289987,23.37283218,515.0366012,0,19319.256,4.66,6.0997,47853.14522,201912.9869,9022,1,172,24117,983.8262327,453,335,2026.37,4.473222958,14.98887978,10.28571429,5.285714286,7.785714288,57.28571429,4.670127791,0.057134554
511600,Guangan,2,11,1.27,2986.684269,539.5145849,1734.211787,3216.024428,0,20930.94,5.18,6.628385714,57746.91357,245784.6184,3952,1,67,12566,705.8355974,325,591,1250.24,3.846892308,14.98887978,11,4.285714286,7.642857143,60.14285714,4.857999378,0.033732283
511700,Dazhou,2,7,2.14,5655.786002,1036.092912,4493.508365,12534.86661,0,28515.834,5.54,6.634357143,144899.0478,432851.3734,6937,1,398,28848,1235.646656,568.95,343,1690.2,2.970735566,14.98887978,8.857142857,4.428571429,6.642857143,58,4.390419682,0.00986825
511800,Yaan,2,2,1.5,375.4856529,70.29621476,49.86898127,0,0,6194.772,3.59,5.149528571,5572.076196,26504.01688,3941,1,44,10460,333.9796867,153.78,99,646.1,4.201456626,14.98887978,10.28571429,2.571428571,6.428571431,75.85714286,5.662424376,0.021663116
511900,Bazhong,2,5,3,2245.613771,402.7295794,1163.577811,1129.544317,0,16054.632,7.06,7.771428571,385966.9946,786175.7997,6607,1,75,12019,719.8654373,331.46,255,645.88,1.948591082,14.98887978,10.28571429,4.571428571,7.428571431,54.28571429,4.324506824,0.005896567
512000,Ziyang,2,2,0,1259.84833,179.9783328,566.6309454,140.9384934,0,20137.734,5.01,6.2379,38270.67914,130658.1075,5145,1,43,10984,554.4610093,255.3,530,1066.53,4.177555817,14.98887978,1.285714286,-15,-6.857142857,57.85714286,1.724855493,0.036554934
513200,Aba,2,1,0,51.08335919,7.297622742,21.4739867,0,0,4236.786,3.14,4.051185714,2171.994523,5402.336769,2092,1,41,4899,204.1710908,94.01,10,306.67,3.262099777,14.98887978,5.571428571,0.571428571,3.071428571,48.28571429,2.88585857,0
513300,Ganzi,2,5,2.4,47.19135682,8.461397827,9.386037339,27.67551508,0,2055.132,2.58,3.129157143,1565.5765,2711.25403,1690,1,44,3576,257.6408521,118.63,7,291.2,2.454691056,14.98887978,7.836734694,2.727891156,5.282312925,49.42857143,3.422315173,0
513400,Liangshan,2,3,1.33,980.6489674,189.0043826,84.71437282,0,0,9742.788,3.95,4.946342857,25044.2726,67828.87706,5121,1,70,26462,1047.286282,482.22,74,1533.19,3.179440919,14.98887978,7.836734694,2.727891156,5.282312925,61,4.223493003,0
520200,Liupanshui,2,4,1.25,1344.431802,261.1562299,51.73344566,0,0,12815.766,4.27,6.061428571,21008.05003,126006.598,5106,5,111,12563,494.4736872,293.73,297,1525.69,5.194191945,11.34059077,7.285714286,2,4.642857143,82.28571429,5.461466068,0.029125659
520300,Zunyi,2,1,11,2826.792018,566.0743593,1023.694722,1619.246787,0,27261.522,4.58,6.220057143,61148.35118,315248.1294,14432,18,193,36986,1055.628009,627.07,199,3000.23,4.784521664,11.34059077,5.428571429,0.571428571,3,76.14285714,4.528995328,0.046556061
520500,Bijie,2,1,12,1458.413629,864.6239214,243.07777,832.8733686,0,29016.09,5.46,6.665314286,157188.4889,524664.9861,11505,11,509,35143,1125.557662,668.61,243,1921.43,2.873767966,11.34059077,8.142857143,1.714285714,4.928571429,79.42857143,5.372491145,0.035832781
520600,Tongren,2,1,4,2533.528897,463.1295829,1061.447997,1769.320872,0,15273.792,5.13,7.063242857,53558.14437,370187.9063,6432,11,99,12220,533.4450754,316.88,204,1066.52,3.365690482,11.34059077,8.428571429,2.714285714,5.571428572,69.42857143,4.899458397,0.059697565
522300,Qianxinan,2,1,2,691.7762175,131.0364243,5.290271812,26.54093915,0,9866.664,4.84,7.065285714,41634.97528,385378.6203,9950,9,27,2879,554.2017586,329.21,179,1163.77,3.535038425,11.34059077,6.571428571,0.571428571,3.571428571,79.57142857,4.917728564,0
522600,Qiandongnan,2,1,4,2017.665573,288.237939,134.3871611,317.9632519,0,15531.048,4.16,6.123742857,22669.78613,161543.7312,6088,16,119,27204,595.6309536,353.82,132,1036.62,2.929794811,11.34059077,5.428571429,0.285714286,2.857142858,76.14285714,4.485705741,0
522700,Qiannan,2,3,1,535.2384876,76.46264109,102.9272028,0,0,16817.652,4.11,5.9204,20064.26889,122650.7108,6879,13,42,4115,554.2017586,329.21,142,1313.46,3.989732997,11.34059077,11.71428571,1.857142857,6.785714284,79.14285714,6.046887505,0
530100,Kunming,2,22,0.68,7068.27312,1412.464137,6969.471333,3150.384621,0,33981.444,1.91,4.115414286,4580.620132,41564.59299,27317,35,308,53072,1428.506441,678.3,295,5206.9,7.676396875,10.02930477,6.428571429,1.285714286,3.857142858,71.28571429,4.490529671,0.02790247
530300,Qujing,2,5,1,1325.93793,236.0756084,136.5042792,0,0,23976.54,4.35,6.220628571,47432.315,307948.4254,9345,19,113,24113,1289.299194,612.2,198,2013.36,3.288729173,10.02930477,14.14285714,3,8.57142857,73.57142857,6.308957534,0.01980172
530400,Yuxi,2,6,1.17,575.1366376,106.5682188,111.9076064,0,0,7238.214,3.46,4.996028571,7575.622108,35197.11243,5889,13,72,11119,501.4409312,238.1,152,1493.04,6.270642587,10.02930477,15.42857143,2.571428571,9.000000001,76.71428571,6.761557261,0.004959786
530500,Baoshan,2,6,0.5,602.4907369,122.3239499,44.81590744,0,0,6046.92,3.54,4.9269,9009.652676,36060.4437,4360,8,50,8912,550.5109593,261.4,129,738.14,2.82379495,10.02930477,5.857142857,0.571428571,3.214285714,66.14285714,3.99119517,0.03147829
530700,Lijiang,2,5,0.2,2170.897671,429.9708023,2.713898082,0,0,5839.722,3.02,4.692257143,2643.376627,14073.79093,2085,6,30,4452,271.675263,129,59,350.76,2.719069767,10.02930477,20.42857143,6.857142857,13.64285714,57.71428571,6.807456373,0.004004564
530800,Puer,2,4,0,347.226921,58.122921,123.031939,27.52316585,0,5706.126,4.23,5.421614286,18052.01689,59434.31204,4215,12,43,8600,553.248772,262.7,58,662.48,2.521811953,10.02930477,18,4.714285714,11.35714286,74,7.572425343,0.012418685
532500,Honghe,2,4,0.25,731.6841456,122.7691017,234.6969853,3.151074136,0,10380.15,3.91,5.3019,23517.37607,94598.30468,3808,19,68,7615,992.5624143,471.3,136,1593.77,3.38164651,10.02930477,12.85714286,6,9.42857143,78,7.065542598,0
532800,Xishuangbanna,2,11,0.27,1006.809822,176.5243627,15.04409218,0,0,3234.87,2.97,4.435157143,2300.046512,9955.114989,2888,5,44,6141,248.5091553,118,56,417.79,3.54059322,10.02930477,13.42857143,2,7.714285715,67.71428571,5.494887489,0
532900,Dali,2,6,0.83,1794.489407,327.2247423,262.5731093,0,0,12480.804,3.44,4.873128571,11177.40581,46853.37168,7301,16,110,20904,754.793909,358.4,123,1122.44,3.131808036,10.02930477,20.28571429,5.571428571,12.92857143,67.28571429,7.593911437,0
533100,Dehong,2,3,0.67,270.1265399,52.3141391,107.5487783,0,0,2403.702,2.62,3.916614286,1798.006217,6575.119019,2465,9,26,2515,275.6766816,130.9,105,381.06,2.911077158,10.02930477,18.85714286,6,12.42857143,69.14285714,7.565073428,0
540100,Lasa,2,1,0,368.0426202,71.37779967,0,0,0,2776.572,2.47,3.301085714,3985.937956,9150.956144,2552,7,28,3519,335.3291327,337.15,24,1477.63,4.382707993,5.679801207,4.857142857,-12.28571429,-3.714285717,29.85714286,1.116465569,0.791978184
610100,Xian,2,20,2.9,12312.73765,2424.804808,16929.5448,23934.49489,0,54582.984,1.58,4.550471429,4668.865355,91048.06065,30820,22,329,58219,2125.944115,961.67,837,8349.86,8.682666611,11.16020704,5,1.857142857,3.428571429,39.57142857,2.422355544,0.033240323
