Week,City Code,City,New Cases,non-Hubei flow,Wuhan flow(Previous week),Relative Humidity,Hospitals,,,,,,
2,511300,Nanchong,11,-1.88,-14.15,-3.64,-2.13,-0.98,,,,,
2,511400,Meishan,2,-1.2,-17.49,0.61,-6.6,-2.49,,,,,
2,511500,Yibin,7,-1.73,-17.42,-0.76,-3.71,-1.95,,,,,
2,511600,Guangan,11,-2.09,-16.83,-0.56,-2.09,2.8,,,,,
2,511700,Dazhou,7,-1.89,-13.69,-3.85,7.31,-1.97,,,,,
2,511800,Yaan,2,-1.4,-17.97,0.41,-7.3,-1.92,,,,,
2,511900,Bazhong,5,-1.9,-16.61,-3.58,-3.75,-1.95,,,,,
2,512000,Ziyang,2,-1.73,-17.16,-0.08,-5.85,-0.95,,,,,
2,513200,Aba,1,1.44,-21.19,-0.15,-6.27,-1.68,,,,,
2,513300,Ganzi,5,-1.11,-21.21,0.02,-5.89,-1.68,,,,,
2,513400,Liangshan,3,-1.59,-17.59,0.58,-7.04,-1.92,,,,,
2,520200,Liupanshui,4,-1.59,-17.59,-0.14,-6.32,-1.92,,,,,
2,520300,Zunyi,1,-1.9,-17.22,-0.6,-3.9,-1.95,,,,,
2,520500,Bijie,1,-1.9,-16.61,-3.58,-3.75,-1.95,,,,,
2,520600,Tongren,1,-1.9,-16.61,-1.02,-3.71,-1.95,,,,,
2,522300,Qianxinan,1,-1.9,-16.69,-0.38,-6.32,-1.92,,,,,
2,522600,Qiandongnan,1,-1.58,-17.59,-0.26,-6.22,-1.94,,,,,
2,522700,Qiannan,3,-1.59,-17.59,-0.14,-6.32,-1.92,,,,,
2,530100,Kunming,22,1.19,-12.73,4.22,-0.85,-2.02,,,,,
2,530300,Qujing,5,-1.9,-17.5,0.04,-6.32,-1.92,,,,,
2,530400,Yuxi,6,-1.2,-18.02,1.22,-7.25,-1.92,,,,,
2,530500,Baoshan,6,-1.2,-18.02,1.22,-7.25,-1.92,,,,,
2,530700,Lijiang,5,4.72,-21.2,-0.34,-6.85,-1.75,,,,,
2,530800,Puer,4,-1.59,-17.6,0.61,-7.06,-1.92,,,,,
2,532500,Honghe,4,-1.59,-17.59,-0.14,-6.32,-1.92,,,,,
2,532800,Xishuangbanna,11,4.68,-21.2,-0.27,-6.88,-1.75,,,,,
2,532900,Dali,6,-1.2,-18.02,1.23,-7.25,-1.92,,,,,
2,533100,Dehong,3,-0.53,-21.21,-0.15,-5.89,-1.68,,,,,
2,540100,Lasa,1,4.23,-21.25,-0.64,-7,-1.82,,,,,
2,610100,Xian,20,1.56,15.12,-0.71,5.68,-0.64,,,,,
2,610200,Tongchuan,5,-1.11,-21.21,0.02,-5.89,-1.68,,,,,
2,610300,Baoji,4,-1.1,-17.57,0.46,-6.96,-2,,,,,
2,610400,Xianyang,4,-1.09,-16.68,3.03,-1.94,-1.01,,,,,
2,610500,Weinan,4,-1.19,-17.2,-0.78,-3.45,-2.52,,,,,
2,610600,Yanan,3,1.17,-17.86,1.23,-7.04,-1.98,,,,,
2,610700,Hanzhong,6,-1.58,-17.5,-0.78,-3.71,-1.95,,,,,
2,610800,Yulin.,1,-1.2,-17.58,0.58,-7.04,-1.92,,,,,
2,610900,Ankang,10,-1.36,-14.59,-0.99,6.53,-3.07,,,,,
2,611000,Shangluo,2,-1.19,-17.72,2.14,-1.17,-1.95,,,,,
2,620100,Lanzhou,14,4.72,-20.7,0.78,-6.79,-1.86,,,,,
2,620300,Jinchang,1,-1.11,-21.21,0.02,-5.89,-1.68,,,,,
2,620500,Tianshui,2,0.72,-17.84,9.89,-7.06,-1.92,,,,,
2,620700,Zhangye,2,4.17,-21.25,-0.71,-6.87,-1.82,,,,,
2,620800,Pingliang,1,-1.1,-18,1.23,-7.28,-1.98,,,,,
2,621100,Dingxi,2,-1.2,-18.02,1.22,-7.25,-1.92,,,,,
2,621200,Longnan,3,1.17,-17.86,1.22,-7.04,-1.98,,,,,
2,630100,Xining,8,4.56,-21.21,0.68,-6.91,-1.86,,,,,
2,640100,Yinchuan,10,4.52,-21.28,1.16,-6.91,-1.98,,,,,
2,640300,Wuzhong,5,-1.2,-18.02,1.22,-7.25,-1.92,,,,,
2,640400,Evalution,2,-1.1,-18,1.23,-7.28,-1.98,,,,,
2,640500,Zhongwei,1,-1.49,-17.99,0.41,-7.27,-1.86,,,,,
2,650100,Urumqi ,6,4.75,-21.2,-0.34,-6.88,-1.75,,,,,
2,650400,Turfan,1,-1.11,-21.21,0.02,-5.89,-1.68,,,,,
2,652900,Aksu,1,-1.11,-21.21,0.02,-5.89,-1.68,,,,,
2,654000,Yili,5,-1.1,-18,1.23,-7.28,-1.98,,,,,
2,810000,Hongkong,10,4.62,-21.47,-2.58,-6.93,12.16,,,,,
2,820000,Macau,5,-3.1,-21.48,-2.18,-5.97,10.12,,,,,
Week,City Code,City,New Cases,Wuhan flow,Hubei/non-Wuhan flow,City internal flow(Previous week),Wuhan flow(Previous week),Absolute Humidity,,,,,
3,110000,Beijing,165,-1.25,11.55,0.82,8.62,3.48,,,,,
3,120000,Tianjin,49,-48.82,8.55,-1.12,-6.42,0.6,,,,,
3,130100,Shijiazhuang,13,-51.97,-2.62,-0.18,-3.94,0.53,,,,,
3,130200,Tangshan,12,-52.07,-3.73,-0.1,-12.59,1.45,,,,,
3,130300,Qinhuangdao,5,-52.09,-3.95,0.09,-13.59,1.45,,,,,
3,130400,Handan,15,-51.98,-2.39,-0.4,-3.94,0.53,,,,,
3,130500,Xingtai,12,-51.98,-3.8,0.19,-3.94,0.53,,,,,
3,130600,Baoding,7,-52.02,-2.76,-0.18,-6.51,0.6,,,,,
3,130700,Zhangjiakou,7,-52.09,-3.73,-0.14,-13.59,1.45,,,,,
3,130800,Chengde,4,-52.09,-3.95,0.09,-13.59,1.45,,,,,
3,130900,Cangzhou,5,-52.02,-3.95,0.19,-6.51,0.6,,,,,
3,131000,Langfang,6,-52.07,-4.29,0.69,-11.33,0.47,,,,,
3,131100,Hengshui,3,-52.07,-3.95,0.12,-11.82,0.68,,,,,
3,140100,Taiyuan,7,-52.02,-4.27,0.76,-5.17,2.77,,,,,
3,140200,Datong,4,-52.07,-3.73,-0.1,-12.59,1.45,,,,,
3,140300,Yangquan,3,-52.09,-4.29,0.66,-12.33,0.47,,,,,
3,140400,Changzhi,2,-52.07,-4.17,0.26,-11.82,0.63,,,,,
3,140500,Jincheng,8,-52.07,-4.35,0.76,-11.33,0.47,,,,,
3,140600,Shuozhou,1,-52.09,-4.35,1.13,-13.5,1.24,,,,,
3,140700,Jinzhong,18,-48.49,-4.35,0.83,-6.25,0.39,,,,,
3,140800,Yuncheng,9,-52.02,-3.95,0.19,-6.51,0.6,,,,,
3,140900,Xinzhou,3,-52.09,-3.95,0.09,-13.59,1.45,,,,,
3,141000,Linfen,1,-52.07,-3.95,0.12,-11.82,0.68,,,,,
3,141100,Luliang,1,-52.09,-3.96,0.09,-12.82,0.68,,,,,
3,150100,Hohhot,5,-52.09,-4.35,0.73,-13.1,1.24,,,,,
3,150200,Baotou,6,-52.09,-3.72,-0.02,-13.59,2.01,,,,,
3,150300,Wuhai,2,-52.09,-4.29,0.66,-13.1,1.24,,,,,
3,150400,Chifeng,2,-52.07,-3.73,-0.1,-12.59,1.45,,,,,
3,150500,Tongliao,1,-52.09,-3.72,-0.02,-13.59,2.01,,,,,
3,150600,Ordos,8,-52.09,-3.95,0.09,-13.59,1.45,,,,,
3,150700,Hulunbuir,3,-52.09,-3.95,0.21,-13.59,2.01,,,,,
3,150800,Bayannur,2,-52.09,-3.73,-0.14,-13.59,1.45,,,,,
3,150900,Wulanchabu,1,-52.09,-3.72,-0.02,-13.59,2.01,,,,,
3,210100,Shenyang,13,-52.02,-3.94,0.19,-5.66,2.98,,,,,
3,210200,Dalian,7,-52.02,-3.95,0.19,-6.51,0.6,,,,,
3,210300,Anshan,3,-52.09,-3.73,-0.14,-13.59,1.45,,,,,
3,210600,Dandong,2,-52.09,-3.96,0.09,-12.82,0.68,,,,,
3,210700,Jinzhou,3,-52.09,-3.73,-0.14,-13.59,1.45,,,,,
3,210900,Fuxin,7,-52.09,-3.72,-0.02,-13.59,2.01,,,,,
3,211000,Liaoyang,1,-52.09,-3.95,0.09,-13.59,1.45,,,,,
3,211100,Panjin,8,-52.09,-4.35,0.73,-13.1,1.24,,,,,
3,211200,Tieling,1,-52.09,-3.73,-0.14,-13.59,1.45,,,,,
3,211300,Chaoyang,1,-52.09,-3.73,-0.14,-13.59,1.45,,,,,
3,211400,Huludao,3,-52.09,-3.73,-0.14,-13.59,1.45,,,,,
3,220100,Changchun,29,-52.02,-2.53,-0.4,-5.66,2.98,,,,,
3,220200,Jilin,2,-52.09,-3.73,-0.14,-13.59,1.45,,,,,
3,220300,Siping,9,-52.09,-3.72,-0.02,-13.59,2.01,,,,,
3,220400,Liaoyuan,5,-52.09,-3.95,0.09,-13,1.45,,,,,
3,220500,Tonghua,1,-52.09,-3.95,0.09,-13.59,1.45,,,,,
3,222400,Yanbian,3,-52.09,-3.95,0.09,-13.59,1.45,,,,,
3,230100,Harbin,76,-51.98,-3.56,0.09,-3.1,3.47,,,,,
3,230200,Qiqihar,24,-52.09,-3.72,-0.14,-13,1.45,,,,,
3,230300,Jixi,27,-52.09,-4.35,0.73,-12.96,1.34,,,,,
3,230400,Hegang,1,-52.09,-4.35,0.73,-13.55,1.34,,,,,
3,230500,Shuangyashan,35,-52.09,-4.35,0.73,-13.1,1.24,,,,,
3,230600,Daqing,6,-52.09,-3.95,0.09,-13.59,1.45,,,,,
3,230800,Jiamusi,5,-52.09,-3.95,0.09,-13.59,1.45,,,,,
3,230900,Qitaihe,7,-52.09,-4.35,0.73,-13.1,1.24,,,,,
3,231000,Mudanjiang,9,-52.09,-3.95,0.21,-13.59,2.01,,,,,
3,231100,Heihe River,1,-52.09,-4.35,0.73,-13.1,1.24,,,,,
3,231200,Suihua,27,-52.09,-3.72,-0.02,-13.59,2.01,,,,,
3,310000,Shanghai,141,30.89,10.6,-0.74,8.25,-1.84,,,,,
3,320100,Nanjing,32,-48.13,10.11,1.99,-6.39,-0.63,,,,,
3,320200,Wuxi,19,-52.02,-2.14,1.43,-6.47,0.18,,,,,
3,320300,Xuzhou,29,-34.9,-3.8,-0.09,-5.37,0,,,,,
3,320400,Changzhou,16,-51.33,-2.14,1.73,-6.02,-0.55,,,,,
3,320500,Suzhou,37,-33.7,6.91,2.07,-5.05,-0.11,,,,,
3,320600,Nantong,19,-49.16,-2.39,-0.46,-4.18,0.23,,,,,
3,320700,Lianyungang,15,-52.04,-3.72,-0.09,-9.79,0.29,,,,,
3,320800,Huaian,27,-52.07,-3.73,-0.16,-11.82,0.38,,,,,
3,320900,Yancheng,8,-52.03,-3.72,-0.09,-6.51,0.29,,,,,
3,321000,Yangzhou,9,-52.03,-3.72,-0.09,-6.51,0.29,,,,,
3,321100,Zhenjiang,7,-51.38,-4.36,0.96,-11.33,-0.42,,,,,
3,321200,Taizhou,17,-52.02,-3.72,-0.03,-6.51,0.6,,,,,
3,321300,Suqian,5,-51.38,-3.73,-0.23,-11.82,-0.62,,,,,
3,330100,Hangzhou,71,-30.32,10.62,2.06,-10.19,-0.64,,,,,
3,330200,Ningbo,90,-48.13,10.11,2.13,-5.93,-0.5,,,,,
3,330300,Wenzhou,194,-32.16,44.4,2.68,10.01,-0.01,,,,,
3,330400,Jiaxing,19,-51.37,-2.08,1.7,-11.33,-0.57,,,,,
3,330500,Huzhou,3,-51.4,-4.29,1.01,-12.33,-0.57,,,,,
3,330600,Shaoxing,11,-51.35,-4.35,1.18,-9.3,-0.65,,,,,
3,330700,Jinhua,21,-51.49,-2.08,1.77,-6.02,-0.49,,,,,
3,330800,Quzhou,3,-51.54,-4.36,1.52,-11.74,-0.41,,,,,
3,331000,Taizhou,48,-42.12,-2,1.83,-4.29,0.06,,,,,
3,331100,Lishui,9,-51.4,-4.29,1.01,-12.33,-0.57,,,,,
3,340100,Hefei,65,-32.62,11.44,0.34,7.52,-1,,,,,
3,340200,Wuhu,13,-51.29,-2.62,-0.3,-3.94,-0.77,,,,,
3,340300,Bengbu,73,-52.02,-3.72,-0.03,-6.51,0.6,,,,,
3,340400,Huainan,8,-52.04,-3.72,-0.09,-9.79,0.29,,,,,
3,340500,Maanshan,16,-51.33,-3.95,0.07,-6.51,-0.71,,,,,
3,340600,Huaibei,20,-52.07,-3.95,0.07,-11.82,0.38,,,,,
3,340700,Tongling,8,-48.15,-3.73,-0.2,-6.38,-0.66,,,,,
3,340800,Anqing,42,-32.75,8.08,-1.05,7.52,-1,,,,,
3,341100,Chuzhou,7,-51.33,-3.73,-0.16,-6.51,-0.71,,,,,
3,341200,Fuyang,67,-4.23,-2.52,-0.1,4.1,0.79,,,,,
3,341300,Suzhou,17,-49.16,-3.56,-0.09,-4.43,0.29,,,,,
3,341500,Liuan,32,-52.16,5.41,-0.98,-3.66,0.23,,,,,
3,341600,Bozhou,52,-51.98,-3.58,-0.09,-3.94,0.23,,,,,
3,341700,Chizhou,7,-51.33,-3.95,0.02,-6.51,-0.66,,,,,
3,341800,Xuancheng,1,-51.75,-3.73,-0.36,-11.82,-0.59,,,,,
3,350100,Fuzhou,25,-33.85,-2.02,1.61,-4.04,-0.03,,,,,
3,350200,Xiamen,10,-51.44,-0.94,-2.51,-4.06,-0.1,,,,,
3,350300,Putian,22,-48.52,-3.63,1.52,-6.28,0.1,,,,,
3,350400,Sanming,2,-51.71,-4.35,1.18,-6.4,0.1,,,,,
3,350500,Quanzhou,18,-42.33,-2.64,-0.43,-4.53,-0.19,,,,,
3,350600,Zhangzhou,8,-51.75,-3.96,-0.13,-11.82,-0.59,,,,,
3,350700,Nanping,9,-51.74,-4.35,1.11,-11.06,-0.24,,,,,
3,350800,Longyan,3,-51.75,-4.36,0.94,-11.79,-0.28,,,,,
3,350900,Ningde,7,-51.54,-4.36,1.11,-11.33,-0.41,,,,,
3,360100,Nanchang,95,-18.67,13.8,2.28,7.89,-0.01,,,,,
3,360200,Jingdezhen,1,-51.33,-4.35,1.03,-6.02,-0.5,,,,,
3,360300,Pingxiang,16,-51.53,-4.35,0.94,-11.52,-0.53,,,,,
3,360400,Jiujiang,53,-18.6,5.94,-1.18,7.72,-0.4,,,,,
3,360500,Xinyu,59,-51.53,-2.08,1.7,-11.33,-0.41,,,,,
3,360600,Yingtan,6,-51.53,-4.35,1.11,-11.06,-0.45,,,,,
3,360700,Ganzhou,32,-47.58,8.54,-1.07,-12.2,1.79,,,,,
3,360800,Gian,8,-48.63,-2.62,-0.43,-4.18,-0.96,,,,,
3,360900,Yichun,36,-51.7,11.44,-1.12,9.47,2.91,,,,,
3,361000,Fuzhou,41,-47.44,-3.6,-0.29,-4.53,-0.19,,,,,
3,361100,Shangrao,74,-32.54,-2.41,-0.66,-4.53,-0.4,,,,,
3,370100,Jinan,23,-52.02,-2.76,-0.18,-6.51,0.6,,,,,
3,370200,Qingdao,22,-52.02,-2.45,0.49,-6.51,0.55,,,,,
3,370300,Zibo,7,-52.07,-3.95,0.12,-11.82,0.68,,,,,
3,370400,Zaozhuang,10,-52.07,-3.73,-0.16,-11.82,0.38,,,,,
3,370600,Yantai,13,-52.02,-3.95,0.19,-6.51,0.6,,,,,
3,370700,Weifang,19,-52.02,-2.76,-0.18,-6.51,0.6,,,,,
3,370800,Jining,27,-52.02,-3.71,-0.03,-5.66,2.98,,,,,
3,370900,Taian,17,-52.07,-3.95,0.12,-11.82,0.68,,,,,
3,371000,Weihai,11,-52.07,-4.29,0.69,-11.33,0.47,,,,,
3,371100,Rizhao,5,-52.09,-4.36,0.85,-12.33,0.35,,,,,
3,371300,Linyi,15,-52.03,-3.72,-0.09,-6.51,0.29,,,,,
3,371400,Dezhou,11,-52.07,-3.73,-0.1,-11.82,0.68,,,,,
3,371500,Liaocheng,13,-52.02,-3.72,-0.03,-6.51,0.6,,,,,
3,371600,Binzhou,2,-52.09,-3.95,0.21,-13.59,2.01,,,,,
3,371700,Heze,6,-48.53,-3.6,-0.03,-4.53,0.31,,,,,
3,410100,Zhengzhou,62,-33.57,13.8,1.92,7.69,0.1,,,,,
3,410200,Kaifeng,14,-48.89,-3.73,-0.1,-11.7,0.68,,,,,
3,410300,Luoyang,21,-52,9.49,0.27,-6.54,0.6,,,,,
3,410400,Pingdingshan,36,-51.97,-2.62,-0.18,-3.94,0.53,,,,,
3,410500,Anyang,20,-49.16,-4.2,0.83,-3.69,0.32,,,,,
3,410600,Hebi,5,-51.84,-3.3,-3.37,-11.12,0.1,,,,,
3,410700,Xinxiang,26,-48.84,-4.35,0.84,-6.35,0.49,,,,,
3,410800,Jiaozuo,16,-52.02,-4.35,0.83,-6.02,0.39,,,,,
3,410900,Puyang,2,-52.02,-3.95,0.19,-6.51,0.6,,,,,
3,411000,Xuchang,20,-51.98,-3.8,0.14,-3.94,0.23,,,,,
3,411100,Luohe,13,-51.98,-4.14,0.89,-3.45,0.2,,,,,
3,411200,Sanmenxia,1,-52.07,-4.35,0.76,-11.33,0.47,,,,,
3,411300,Nanyang,57,28.5,-22.72,-0.62,6.77,0.79,,,,,
3,411400,Shangqiu,45,-4.23,-3.7,0.27,4.1,0.79,,,,,
3,411500,Xinyang,127,39.6,10.6,-0.62,8.25,0.79,,,,,
3,411600,Zhoukou,24,-34.65,-4.46,-0.09,3.85,0,,,,,
3,411700,Zhumadian,76,-4.23,-2.52,-0.1,4.1,0.79,,,,,
3,420100,Wuhan,8979,8582.11,131.31,-4.44,138.84,-0.7,,,,,
3,420200,Huangshi,467,114.18,78.39,-7.86,219.14,-5.43,,,,,
3,420300,Shiyan,245,61.61,11.14,2.53,38.78,4.16,,,,,
3,420500,Yichang,443,160.72,148.9,2.48,32.06,8.04,,,,,
3,420600,Xiangyang,552,125.75,81.51,12.09,229.5,10.66,,,,,
3,420700,Ezhou,282,173.71,-3.36,-6.88,31.97,-5.14,,,,,
3,420800,Jingmen,326,107.14,-9.27,-9.96,206.73,-5.43,,,,,
3,420900,Xiaogan,1600,1167.24,-6.13,4.72,347.5,-4.31,,,,,
3,421000,Jingzhou,664,310.2,50.09,12.02,220.15,-5.58,,,,,
3,421100,Huanggang,1324,886.92,-0.13,11.22,345.79,-5.54,,,,,
3,421200,Xianning,277,103.58,-14.06,-10.01,179.34,-5.38,,,,,
3,421300,Suizhou,687,178.35,15.01,30.92,298.6,10.63,,,,,
3,422800,Enshi,82,52.22,-13.02,-0.82,6.77,-3.74,,,,,
3,429004,Xiantao,217,162.59,-5.81,-7.45,32.23,-5.04,,,,,
3,429005,Qianjiang,62,33.08,-14.27,-7.45,6.65,-2.1,,,,,
3,429006,Tianmen,96,34.25,-22.91,-7.57,36.7,0.39,,,,,
3,429021,Shennongjia ,3,-51.35,3.38,-5.4,-6.77,-0.92,,,,,
3,430100,Changsha,122,31.51,12.15,2.83,8.74,-0.9,,,,,
3,430200,Zhuzhou,27,-33.59,-2.84,-0.43,-5.37,-0.4,,,,,
3,430300,Xiangtan,15,-48.63,-3.58,-0.29,-4.18,-0.96,,,,,
3,430400,Hengyang,18,-33.96,-3.28,-0.66,3.85,-1.34,,,,,
3,430500,Shaoyang,47,-33.05,-3.6,-0.29,3.52,-1.34,,,,,
3,430600,Yueyang,70,-5.6,-14.08,-0.74,6.29,-1.84,,,,,
3,430700,Changde,27,-34.4,-14.9,-1.05,6.04,-1,,,,,
3,430800,Zhangjiajie,4,-51.74,3.57,-1.18,-6.65,-0.89,,,,,
3,430900,Yiyang,23,-34.9,-2.61,-0.46,-5.37,0,,,,,
3,431000,Chenzhou,17,-48.53,-2.41,-0.4,-4.53,0.31,,,,,
3,431100,Yongzhou,22,-47.84,-2.41,-0.66,-4.53,-1.34,,,,,
3,431200,Huaihua,12,-51.45,-3.37,-0.48,-4.19,-0.89,,,,,
3,431300,Loudi,33,-38.57,-3.6,-0.2,-4.53,-0.95,,,,,
3,433100,Xiangxi,3,-51.73,-6.28,-1.09,-7.47,-0.66,,,,,
3,440100,Guangzhou,178,33.61,12.17,2.83,9.91,3.57,,,,,
3,440200,Shaoguan,2,-51.75,-2.77,-0.5,-11.82,-0.59,,,,,
3,440300,Shenzhen,224,41.33,12.23,2.76,9.91,3.57,,,,,
3,440400,Zhuhai,47,-32.53,-0.94,-2.51,-5.28,0.9,,,,,
3,440500,Shantou,10,-51.74,-2.15,1.76,-11.72,0.19,,,,,
3,440600,Foshan,25,-48.63,7.61,2.41,-6.04,-0.28,,,,,
3,440700,Jiangmen,10,-51.78,-3.63,1.41,-12.72,0.19,,,,,
3,440800,Zhanjiang,8,-51.71,-3.73,-0.29,-6.89,-0.29,,,,,
3,440900,Maoming,3,-51.75,-3.73,-0.36,-12.21,-0.21,,,,,
3,441200,Zhaoqing,8,-51.78,-4.36,0.9,-13.17,0.11,,,,,
3,441300,Huizhou,22,-32.23,5.86,-4.44,-8.22,0.9,,,,,
3,441400,Meizhou,7,-51.78,-3.73,-0.39,-13.21,-0.21,,,,,
3,441500,Shanwei,2,-51.78,-3.96,-0.17,-13.21,-0.21,,,,,
3,441600,Heyuan,1,-51.78,-3.96,-0.17,-13.21,-0.21,,,,,
3,441700,Yangjiang,3,-51.78,-3.96,-0.17,-13.21,-0.21,,,,,
3,441800,Qingyuan,4,-52.06,-2.76,-0.25,-12.59,1.45,,,,,
3,441900,Dongguan,37,-32.07,4.59,-4.67,-8.22,0.9,,,,,
3,442000,Zhongshan,28,-42.97,10.83,-1.31,-11.11,0.99,,,,,
3,445100,Chaozhou,5,-51.78,-4.29,1.01,-12.72,0.19,,,,,
3,445200,Jieyang,1,-51.75,-3.73,-0.36,-12.21,-0.21,,,,,
3,450100,Nanning,15,-48.84,-2.62,-0.43,-4.18,-0.74,,,,,
3,450200,Liuzhou,9,-51.53,-3.95,-0.13,-11.13,-0.89,,,,,
3,450300,Guilin,10,-48.63,-2.62,-0.43,-4.18,-0.96,,,,,
3,450400,Wuzhou,1,-51.78,-3.73,-0.39,-13.21,-0.21,,,,,
3,450500,Beihai,14,-42.34,-4.14,1.12,-4.68,0.66,,,,,
3,450600,Fangchenggang,8,-51.55,-3.3,-1.96,-12.01,0.44,,,,,
3,450700,Qinzhou,6,-51.4,-3.73,-0.31,-12.82,-0.58,,,,,
3,450800,Guigang,7,-51.78,-3.73,-0.39,-12.82,-0.59,,,,,
3,450900,Yulin,4,-52.09,-3.73,-0.2,-12.82,0.38,,,,,
3,451000,Baise,1,-51.57,-3.73,-0.39,-12.82,-0.8,,,,,
3,451100,Hezhou,3,-51.78,-3.96,-0.17,-12.82,-0.59,,,,,
3,451200,Hechi,5,-51.78,-3.73,-0.39,-12.82,-0.59,,,,,
3,451300,Laibin,2,-51.78,-3.73,-0.39,-12.82,-0.59,,,,,
3,460100,Haikou,10,-47.95,-3.3,-3.16,-7.24,0.35,,,,,
3,460200,Sanya,18,-48.62,-3.14,-3.16,-3.13,1.84,,,,,
3,460400,Danzhou,6,-51.75,-3.64,5.36,-12.01,0.44,,,,,
3,500000,Chongqing,205,34.51,78.44,0.34,6.55,-1.68,,,,,
3,510100,Chengdu,33,-32.13,9.01,0.21,7.52,-0.4,,,,,
3,510400,Panzhihua,10,-52.09,-4.36,0.73,-12.33,0.47,,,,,
3,510500,Luzhou,8,-52.09,-2.54,-0.57,-12.82,0.38,,,,,
3,510600,Deyang,5,-51.37,-2.77,-0.41,-11.82,-0.58,,,,,
3,510700,Mianyang,8,-52.13,7.85,-1.31,-11.59,0.03,,,,,
3,510800,Guangyuan,4,-52.09,-3.73,-0.2,-12.82,0.38,,,,,
3,511000,Neijiang,11,-51.39,8.55,-1.35,-12.86,-0.62,,,,,
3,511100,Leshan,1,-51.37,-2.54,-0.64,-11.82,-0.58,,,,,
3,511300,Nanchong,19,-48.33,4.83,-1.05,-6.53,-0.71,,,,,
3,511400,Meishan,3,-51.4,-2.77,-0.45,-12.82,-0.58,,,,,
3,511500,Yibin,2,-51.38,-3.73,-0.23,-11.82,-0.62,,,,,
3,511600,Guangan,14,-48.15,-2.54,-0.53,-6.38,-0.71,,,,,
3,511700,Dazhou,15,-48.54,8,-1.24,-4.22,-0.77,,,,,
3,511800,Yaan,3,-51.56,-4.36,0.9,-12.78,-0.49,,,,,
3,511900,Bazhong,15,-51.44,7.85,-1.31,-11.86,-0.62,,,,,
3,513300,Ganzi,12,-51.87,-3.3,-2.92,-11.03,0.1,,,,,
3,513400,Liangshan,4,-52.09,-3.73,-0.14,-12.82,0.68,,,,,
3,520100,Guiyang,17,-51.33,-2.14,1.73,-6.02,-0.55,,,,,
3,520200,Liupanshui,5,-51.4,-3.73,-0.31,-12.82,-0.58,,,,,
3,520300,Zunyi,11,-51.35,-3.53,-0.35,-9.79,-0.71,,,,,
3,520400,Anshun,4,-51.4,-3.73,-0.26,-12.82,-0.62,,,,,
3,520500,Bijie,12,-51.38,-3.73,-0.27,-11.82,-0.58,,,,,
3,520600,Tongren,4,-51.54,-3.73,-0.36,-11.82,-0.8,,,,,
3,522300,Qianxinan,2,-51.4,-3.73,-0.31,-12.82,-0.58,,,,,
3,522600,Qiandongnan,4,-51.38,-3.73,-0.27,-11.82,-0.58,,,,,
3,522700,Qiannan,3,-51.78,-3.73,-0.39,-12.82,-0.59,,,,,
3,530100,Kunming,15,-47.84,-2.02,1.83,-4.04,-0.95,,,,,
3,530300,Qujing,5,-51.57,-3.73,-0.39,-12.82,-0.8,,,,,
3,530400,Yuxi,7,-51.56,-3.96,-0.17,-12.82,-0.8,,,,,
3,530500,Baoshan,3,-52.09,-3.96,0.03,-12.82,0.38,,,,,
3,530600,Zhaotong,4,-52.09,-3.72,-0.14,-13,1.45,,,,,
3,530700,Lijiang,1,-51.54,-4.29,1.05,-11.33,-0.41,,,,,
3,530900,Lincang,1,-51.57,-3.73,-0.39,-12.82,-0.8,,,,,
3,532500,Honghe,1,-51.78,-3.73,-0.39,-12.82,-0.59,,,,,
3,532800,Xishuangbanna,3,-51.4,-4.29,0.86,-12.33,-0.42,,,,,
3,532900,Dali,5,-51.75,-3.96,-0.13,-11.82,-0.59,,,,,
3,533100,Dehong,2,-51.55,-3.3,-1.96,-11.62,0.05,,,,,
3,610100,Xian,58,-33.26,13.49,1.92,7.69,0.1,,,,,
3,610200,Tongchuan,3,-51.87,-3.3,-2.92,-11.62,0.1,,,,,
3,610300,Baoji,8,-52.07,-3.95,0.07,-11.82,0.38,,,,,
3,610400,Xianyang,10,-48.84,-4.35,0.84,-6.35,0.49,,,,,
3,610500,Weinan,5,-52.02,-3.95,0.19,-6.51,0.6,,,,,
3,610600,Yanan,4,-52.09,-4.36,0.73,-12.33,0.47,,,,,
3,610700,Hanzhong,15,-52.06,-3.73,-0.1,-11.55,0.64,,,,,
3,610800,Yulin.,1,-51.4,-3.73,-0.26,-12.82,-0.62,,,,,
3,610900,Ankang,11,-49.45,1.59,-0.98,-4.57,0.29,,,,,
3,611000,Shangluo,5,-52.18,7.12,0.2,-11.97,0.68,,,,,
3,620100,Lanzhou,17,-52.02,-4.28,0.76,-6.02,0.39,,,,,
3,620400,Baiyin,3,-52.09,-4.36,0.73,-12.33,0.47,,,,,
3,620500,Tianshui,8,-48.88,-2.15,1.54,-11.21,0.35,,,,,
3,621000,Qingyang,2,-52.09,-3.96,0.03,-12.82,0.38,,,,,
3,621100,Dingxi,3,-52.09,-3.96,0.09,-12.82,0.68,,,,,
3,621200,Longnan,1,-51.4,-4.36,0.97,-12.33,-0.46,,,,,
3,622900,Linxia,1,-52.09,-3.95,0.09,-12.23,0.68,,,,,
3,623000,Gannan,3,-51.87,-3.3,-2.92,-11.8,0.87,,,,,
3,630100,Xining,7,-52.09,-4.29,0.66,-13.1,1.24,,,,,
